Timestamp,Machine ID,Operator ID,Weather,Engine Hours,Fuel Used (L),Load Cycles,Idling Time (min),Seatbelt Status,Safety Alert Triggered
2025-07-13 23:21:30,EXC002,OP1002,Sunny,1797.7,4.3,11,35,Unfastened,Yes
2025-07-05 03:30:38,EXC005,OP1010,Cloudy,1854.4,3.8,10,43,Fastened,No
2025-07-01 06:59:10,EXC005,OP1001,Rainy,1858.5,4.1,9,51,Fastened,No
2025-06-29 05:29:42,EXC003,OP1005,Cloudy,1861.2,6.0,11,50,Unfastened,Yes
2025-07-06 10:36:52,EXC001,OP1004,Cloudy,1831.0,1.7,4,3,Fastened,No
2025-06-26 17:12:07,EXC004,OP1005,Windy,1865.0,1.9,5,55,Unfastened,Yes
2025-07-14 08:20:45,EXC001,OP1002,Sunny,1837.9,1.7,4,48,Fastened,No
2025-07-05 18:07:26,EXC002,OP1004,Rainy,1804.5,2.9,6,67,Fastened,No
2025-06-28 20:22:51,EXC004,OP1001,Windy,1870.3,4.9,13,11,Unfastened,Yes
2025-06-26 08:03:40,EXC005,OP1005,Sunny,1864.3,2.4,6,42,Fastened,No
2025-07-14 07:57:14,EXC003,OP1001,Windy,1866.0,2.6,8,35,Fastened,No
2025-07-19 23:49:17,EXC002,OP1004,Rainy,1810.7,6.2,14,45,Fastened,No
2025-07-16 04:28:43,EXC005,OP1007,Sunny,1871.2,4.4,13,14,Fastened,No
2025-07-17 12:58:19,EXC001,OP1004,Windy,1842.3,1.2,3,44,Fastened,No
2025-07-09 20:53:58,EXC002,OP1008,Cloudy,1816.5,1.2,0,24,Fastened,No
2025-07-01 09:26:26,EXC005,OP1009,Windy,1876.4,0.5,4,33,Fastened,No
2025-07-07 17:09:50,EXC003,OP1004,Sunny,1872.1,0.8,2,27,Fastened,No
2025-07-13 06:04:54,EXC005,OP1010,Windy,1881.9,3.9,10,42,Fastened,No
2025-07-04 06:21:09,EXC005,OP1005,Cloudy,1888.7,3.8,8,64,Fastened,No
2025-06-30 19:13:11,EXC005,OP1009,Cloudy,1894.0,5.3,12,21,Fastened,No
2025-07-04 22:59:26,EXC004,OP1003,Sunny,1877.0,2.1,5,39,Fastened,No
2025-07-17 03:54:32,EXC004,OP1002,Rainy,1881.8,2.6,7,63,Unfastened,Yes
2025-07-14 03:37:43,EXC005,OP1004,Sunny,1899.8,2.4,7,22,Fastened,No
2025-07-02 10:03:06,EXC002,OP1003,Sunny,1822.0,6.9,12,46,Fastened,No
2025-07-03 22:20:14,EXC003,OP1001,Windy,1877.4,5.3,12,19,Fastened,No
2025-07-21 09:38:03,EXC004,OP1007,Cloudy,1887.4,3.0,9,20,Unfastened,Yes
2025-07-01 19:25:06,EXC002,OP1004,Cloudy,1826.4,1.3,7,31,Fastened,No
2025-07-09 03:43:23,EXC001,OP1006,Cloudy,1848.9,5.3,11,14,Fastened,No
2025-07-05 02:40:57,EXC001,OP1002,Windy,1854.3,1.2,4,46,Fastened,No
2025-07-06 13:50:09,EXC002,OP1007,Windy,1831.9,1.3,2,31,Fastened,No
2025-07-18 09:57:30,EXC004,OP1003,Windy,1894.0,8.0,16,19,Fastened,No
2025-07-14 18:53:21,EXC003,OP1002,Sunny,1883.8,5.4,10,57,Fastened,No
2025-07-22 23:21:56,EXC004,OP1008,Rainy,1900.6,4.0,8,35,Fastened,No
2025-07-17 19:38:21,EXC002,OP1009,Sunny,1838.4,2.7,8,22,Fastened,No
2025-07-24 17:29:56,EXC001,OP1004,Windy,1860.9,2.9,7,24,Fastened,No
2025-07-15 21:52:37,EXC004,OP1008,Sunny,1905.2,3.4,8,25,Fastened,No
2025-07-06 08:37:44,EXC002,OP1004,Rainy,1843.7,5.0,12,32,Fastened,No
2025-07-01 14:33:06,EXC001,OP1006,Sunny,1865.8,5.7,14,20,Fastened,No
2025-07-04 09:40:05,EXC005,OP1006,Cloudy,1906.0,4.0,8,16,Fastened,No
2025-07-24 04:15:38,EXC005,OP1001,Windy,1912.2,5.2,10,47,Fastened,No
2025-07-05 19:16:22,EXC001,OP1004,Rainy,1870.2,2.4,7,62,Fastened,No
2025-07-27 09:04:42,EXC003,OP1005,Windy,1889.5,4.2,8,37,Fastened,No
2025-07-19 11:14:31,EXC002,OP1007,Cloudy,1849.6,3.6,11,24,Fastened,No
2025-07-18 12:27:26,EXC004,OP1008,Sunny,1910.6,3.8,7,22,Fastened,No
2025-07-09 04:44:25,EXC004,OP1007,Cloudy,1917.0,4.0,12,21,Fastened,Yes
2025-07-05 13:13:47,EXC005,OP1003,Sunny,1918.4,7.0,12,38,Fastened,Yes
2025-07-22 08:53:46,EXC003,OP1003,Cloudy,1893.9,6.9,14,31,Fastened,No
2025-07-10 04:18:11,EXC003,OP1009,Sunny,1897.9,2.5,5,26,Fastened,No
2025-07-08 13:39:42,EXC002,OP1007,Windy,1853.8,3.4,8,15,Fastened,No
2025-07-22 18:08:28,EXC002,OP1008,Cloudy,1857.9,0.9,3,12,Fastened,No
2025-07-05 08:22:52,EXC002,OP1001,Rainy,1862.8,3.0,6,51,Fastened,No
2025-07-14 02:32:31,EXC001,OP1006,Rainy,1876.5,2.7,6,36,Fastened,No
2025-07-10 21:25:54,EXC004,OP1008,Rainy,1922.4,7.9,13,49,Fastened,No
2025-07-16 04:29:18,EXC004,OP1007,Sunny,1927.7,3.0,9,14,Fastened,No
2025-07-20 21:46:28,EXC001,OP1009,Sunny,1881.6,4.9,9,27,Fastened,No
2025-07-05 22:35:40,EXC001,OP1009,Rainy,1887.0,2.8,9,53,Fastened,No
2025-07-11 03:07:36,EXC002,OP1007,Rainy,1867.2,1.0,3,24,Fastened,No
2025-07-09 03:26:18,EXC001,OP1002,Rainy,1891.9,4.0,7,52,Fastened,No
2025-07-22 18:08:51,EXC002,OP1005,Cloudy,1872.3,3.1,5,48,Fastened,No
2025-07-12 22:20:24,EXC001,OP1008,Windy,1898.3,3.2,6,39,Fastened,No
2025-07-05 15:12:18,EXC005,OP1006,Windy,1923.4,5.6,13,27,Unfastened,Yes
2025-07-08 03:20:03,EXC002,OP1001,Windy,1877.9,0.5,0,20,Fastened,No
2025-07-31 23:20:38,EXC003,OP1005,Sunny,1904.3,5.4,8,49,Unfastened,Yes
2025-07-22 23:04:32,EXC003,OP1010,Windy,1909.2,3.7,7,36,Fastened,No
2025-07-16 02:57:14,EXC001,OP1006,Cloudy,1905.3,3.5,7,30,Fastened,No
2025-07-27 06:58:49,EXC002,OP1004,Cloudy,1883.7,3.6,10,28,Fastened,No
2025-07-28 13:48:43,EXC002,OP1009,Cloudy,1888.7,4.2,9,20,Fastened,No
2025-07-12 02:40:07,EXC001,OP1006,Sunny,1910.5,2.7,6,18,Fastened,No
2025-07-22 05:36:49,EXC001,OP1010,Cloudy,1916.8,2.3,7,33,Fastened,No
2025-07-12 14:00:16,EXC004,OP1007,Sunny,1932.1,3.7,11,16,Fastened,No
2025-07-24 02:57:08,EXC002,OP1006,Sunny,1895.3,1.5,0,43,Fastened,No
2025-08-05 05:45:46,EXC002,OP1005,Sunny,1899.5,3.7,7,35,Fastened,No
2025-07-29 00:32:42,EXC001,OP1004,Windy,1921.1,6.4,17,29,Fastened,No
2025-07-18 17:49:55,EXC003,OP1008,Cloudy,1913.7,0.5,1,30,Fastened,No
2025-07-14 08:32:54,EXC005,OP1010,Sunny,1928.4,2.3,6,27,Fastened,No
2025-07-24 23:19:54,EXC003,OP1007,Windy,1919.0,5.3,14,18,Unfastened,Yes
2025-07-18 02:38:46,EXC004,OP1007,Sunny,1936.3,1.8,6,24,Fastened,No
2025-07-21 06:28:49,EXC004,OP1003,Windy,1942.2,6.8,14,50,Fastened,No
2025-07-12 08:11:58,EXC005,OP1010,Sunny,1934.2,0.5,1,43,Fastened,No
2025-07-23 07:11:09,EXC004,OP1009,Windy,1948.6,1.5,5,23,Fastened,No
2025-07-31 12:35:15,EXC001,OP1008,Rainy,1926.1,4.7,9,36,Fastened,No
2025-07-21 23:52:16,EXC003,OP1006,Cloudy,1923.5,2.9,7,34,Fastened,No
2025-07-31 12:10:49,EXC005,OP1006,Windy,1940.1,5.5,13,33,Fastened,No
2025-07-31 07:09:56,EXC005,OP1005,Cloudy,1945.9,3.6,8,44,Fastened,No
2025-08-06 03:51:53,EXC005,OP1006,Rainy,1950.2,4.1,7,35,Fastened,No
2025-07-21 04:08:34,EXC002,OP1010,Cloudy,1904.0,4.4,10,35,Fastened,No
2025-07-15 10:51:31,EXC003,OP1006,Windy,1929.8,0.5,1,48,Fastened,Yes
2025-08-04 18:45:03,EXC005,OP1002,Windy,1956.4,1.5,4,54,Fastened,No
2025-07-30 01:38:24,EXC001,OP1006,Sunny,1930.1,2.3,5,28,Fastened,No
2025-08-04 13:10:07,EXC001,OP1009,Windy,1935.3,4.1,12,14,Fastened,No
2025-07-27 09:29:16,EXC001,OP1009,Cloudy,1941.8,4.4,9,27,Unfastened,Yes
2025-08-10 16:48:48,EXC003,OP1001,Windy,1934.5,4.1,10,25,Unfastened,Yes
2025-07-28 15:21:00,EXC003,OP1010,Rainy,1939.5,5.0,12,67,Fastened,No
2025-07-11 10:13:26,EXC004,OP1003,Sunny,1953.0,3.8,9,29,Fastened,No
2025-08-09 22:12:24,EXC001,OP1007,Sunny,1946.0,4.4,10,5,Fastened,No
2025-07-27 23:07:41,EXC003,OP1003,Rainy,1944.2,2.0,4,40,Fastened,No
2025-07-16 10:14:08,EXC005,OP1006,Cloudy,1960.9,3.0,8,29,Fastened,No
2025-08-04 02:46:44,EXC003,OP1010,Cloudy,1950.3,3.0,7,31,Fastened,No
2025-07-19 14:54:19,EXC003,OP1010,Sunny,1957.2,4.2,9,29,Fastened,No
2025-08-05 19:11:50,EXC001,OP1008,Sunny,1950.6,3.8,10,38,Fastened,No
2025-08-03 10:59:17,EXC001,OP1003,Cloudy,1955.6,1.6,2,29,Fastened,No
2025-07-14 21:43:17,EXC004,OP1003,Sunny,1958.9,1.1,2,38,Fastened,No
2025-08-04 00:59:31,EXC001,OP1006,Rainy,1962.3,1.9,7,38,Fastened,No
2025-07-13 11:46:33,EXC002,OP1010,Rainy,1908.9,6.4,13,58,Fastened,No
2025-07-28 02:25:17,EXC003,OP1007,Sunny,1962.5,3.7,10,13,Fastened,No
2025-07-18 17:40:02,EXC004,OP1005,Windy,1965.2,8.5,13,39,Fastened,No
2025-08-06 14:59:10,EXC002,OP1007,Windy,1915.1,0.5,0,36,Fastened,No
2025-08-14 06:45:23,EXC003,OP1002,Sunny,1968.2,0.6,3,41,Fastened,No
2025-08-06 18:43:51,EXC004,OP1002,Cloudy,1969.3,4.1,8,47,Fastened,No
2025-07-14 14:01:38,EXC002,OP1002,Rainy,1921.8,1.7,5,50,Fastened,No
2025-07-16 19:17:48,EXC001,OP1005,Sunny,1967.2,2.5,5,40,Fastened,No
2025-07-31 01:42:36,EXC002,OP1008,Rainy,1926.2,3.5,8,47,Fastened,No
2025-07-15 03:29:20,EXC003,OP1010,Windy,1973.4,2.4,6,48,Fastened,No
2025-08-10 07:35:08,EXC005,OP1007,Windy,1967.3,0.7,4,42,Fastened,No
2025-07-22 11:04:55,EXC003,OP1002,Cloudy,1977.8,4.4,10,47,Fastened,No
2025-08-17 13:24:25,EXC005,OP1004,Sunny,1971.9,0.5,0,53,Fastened,No
2025-07-31 20:34:34,EXC002,OP1009,Windy,1931.1,7.1,14,37,Fastened,No
2025-07-22 12:14:43,EXC005,OP1008,Windy,1977.5,2.5,8,39,Fastened,No
2025-07-31 04:13:43,EXC002,OP1010,Windy,1935.3,3.4,7,51,Unfastened,Yes
2025-08-04 06:04:04,EXC001,OP1001,Cloudy,1973.1,1.8,3,1,Fastened,Yes
2025-07-24 13:24:55,EXC005,OP1008,Windy,1982.7,3.5,9,39,Fastened,No
2025-07-22 00:18:56,EXC004,OP1002,Rainy,1976.0,3.7,10,59,Fastened,No
2025-07-25 21:56:47,EXC001,OP1009,Sunny,1979.1,0.6,3,21,Fastened,No
2025-08-01 13:45:44,EXC004,OP1007,Rainy,1981.4,1.8,6,28,Fastened,No
2025-07-30 16:32:50,EXC002,OP1004,Sunny,1940.5,6.1,18,16,Fastened,No
2025-08-02 02:27:21,EXC004,OP1004,Sunny,1985.5,3.5,7,20,Fastened,No
2025-08-01 07:17:47,EXC001,OP1003,Cloudy,1983.7,4.6,8,51,Fastened,No
2025-08-08 21:06:23,EXC005,OP1005,Sunny,1989.4,3.3,6,49,Unfastened,Yes
2025-07-28 19:03:20,EXC004,OP1006,Cloudy,1991.0,2.9,7,30,Fastened,No
2025-08-07 01:05:04,EXC001,OP1005,Cloudy,1989.8,4.5,8,45,Fastened,No
2025-08-18 10:23:43,EXC002,OP1009,Sunny,1944.7,1.6,4,19,Fastened,No
2025-08-16 17:20:40,EXC005,OP1006,Rainy,1995.0,3.7,7,36,Fastened,No
2025-07-31 02:52:09,EXC004,OP1004,Rainy,1995.2,4.2,13,49,Fastened,No
2025-07-26 17:24:30,EXC005,OP1003,Sunny,1999.7,0.8,2,13,Fastened,No
2025-08-23 01:52:59,EXC001,OP1008,Cloudy,1994.6,4.3,10,23,Unfastened,Yes
2025-08-21 22:18:53,EXC004,OP1006,Windy,1999.8,2.0,6,44,Fastened,No
2025-08-17 20:13:10,EXC003,OP1003,Rainy,1983.2,2.5,6,57,Fastened,No
2025-08-15 00:56:36,EXC003,OP1002,Rainy,1987.7,4.1,11,47,Fastened,No
2025-07-24 13:48:22,EXC005,OP1001,Cloudy,2004.0,1.5,5,34,Fastened,No
2025-08-14 07:21:09,EXC004,OP1002,Sunny,2005.8,3.3,5,44,Fastened,No
2025-08-10 14:54:30,EXC004,OP1010,Cloudy,2012.0,1.9,5,56,Fastened,No
2025-07-21 18:18:29,EXC003,OP1010,Rainy,1991.7,0.5,1,56,Fastened,No
2025-08-18 14:45:32,EXC002,OP1004,Cloudy,1949.9,3.4,9,18,Fastened,No
2025-08-07 17:58:59,EXC002,OP1010,Windy,1956.2,2.0,5,39,Unfastened,Yes
2025-07-26 17:13:36,EXC001,OP1001,Rainy,2001.6,3.3,8,25,Fastened,No
2025-08-08 04:27:48,EXC003,OP1007,Sunny,1997.2,0.6,3,20,Fastened,No
2025-08-25 01:17:16,EXC004,OP1009,Windy,2017.7,5.8,13,39,Fastened,No
2025-08-09 00:18:28,EXC001,OP1009,Windy,2006.7,4.3,7,46,Fastened,No
2025-07-28 13:20:13,EXC001,OP1003,Windy,2013.0,3.0,8,43,Fastened,No
2025-07-23 13:07:18,EXC002,OP1004,Rainy,1961.7,0.5,0,41,Fastened,No
2025-08-14 15:24:36,EXC002,OP1010,Windy,1966.6,3.2,6,40,Unfastened,Yes
2025-08-23 11:17:58,EXC003,OP1007,Sunny,2001.9,4.2,10,30,Fastened,No
2025-08-24 01:35:49,EXC005,OP1010,Sunny,2008.3,0.8,2,34,Fastened,No
2025-08-24 19:07:38,EXC003,OP1010,Windy,2008.7,3.3,8,32,Fastened,No
2025-07-23 20:41:10,EXC004,OP1001,Cloudy,2022.5,0.5,0,25,Fastened,No
2025-07-28 09:01:29,EXC004,OP1010,Windy,2027.8,6.7,19,42,Fastened,No
2025-08-24 21:57:13,EXC004,OP1003,Windy,2033.0,4.8,11,19,Fastened,No
2025-08-25 12:31:37,EXC001,OP1010,Windy,2017.2,4.3,10,45,Fastened,No
2025-08-07 22:45:15,EXC002,OP1005,Rainy,1971.5,7.5,13,77,Fastened,No
2025-07-27 17:16:33,EXC004,OP1002,Cloudy,2037.2,2.0,4,34,Fastened,No
2025-08-19 01:09:03,EXC005,OP1009,Windy,2012.7,3.1,8,10,Fastened,No
2025-07-25 07:08:39,EXC004,OP1010,Cloudy,2043.3,2.3,5,37,Fastened,No
2025-08-19 11:25:47,EXC004,OP1009,Sunny,2048.9,2.9,6,33,Fastened,No
2025-07-29 20:21:51,EXC003,OP1006,Cloudy,2015.7,4.6,10,22,Fastened,No
2025-08-07 12:04:19,EXC003,OP1007,Cloudy,2022.7,2.6,6,28,Fastened,No
2025-08-03 20:51:38,EXC003,OP1010,Rainy,2029.6,0.9,0,43,Fastened,Yes
2025-08-25 12:18:04,EXC004,OP1005,Windy,2054.0,2.8,5,52,Fastened,No
2025-08-16 07:43:49,EXC002,OP1004,Rainy,1975.9,1.2,3,44,Fastened,No
2025-08-10 15:06:06,EXC004,OP1006,Sunny,2059.4,0.5,0,31,Fastened,No
2025-08-03 14:03:06,EXC002,OP1003,Sunny,1981.5,6.8,14,26,Fastened,No
2025-07-27 23:47:03,EXC003,OP1004,Rainy,2034.8,0.5,2,39,Fastened,No
2025-08-11 16:58:48,EXC001,OP1004,Sunny,2023.6,2.8,7,33,Fastened,No
2025-08-14 14:02:31,EXC004,OP1005,Rainy,2066.1,3.5,7,78,Fastened,No
2025-08-26 10:46:31,EXC003,OP1009,Sunny,2041.5,1.1,2,19,Unfastened,Yes
2025-07-27 15:44:51,EXC002,OP1004,Windy,1986.5,3.1,9,33,Fastened,Yes
2025-08-23 17:18:27,EXC001,OP1004,Rainy,2029.7,4.3,10,21,Fastened,No
2025-08-12 10:06:28,EXC003,OP1003,Rainy,2046.1,5.9,12,47,Fastened,No
2025-08-10 18:23:19,EXC005,OP1010,Windy,2019.2,4.2,9,32,Fastened,No
2025-08-12 06:44:05,EXC005,OP1007,Windy,2023.9,2.4,7,29,Fastened,No
2025-08-10 05:52:22,EXC004,OP1005,Sunny,2072.2,3.7,6,60,Unfastened,Yes
2025-08-01 20:54:10,EXC005,OP1006,Windy,2028.7,3.9,9,23,Fastened,No
2025-08-14 15:07:15,EXC004,OP1007,Windy,2077.1,3.0,7,50,Fastened,No
2025-08-28 10:52:22,EXC003,OP1002,Rainy,2052.2,2.5,9,67,Fastened,No
2025-08-25 08:41:51,EXC002,OP1008,Cloudy,1993.2,3.0,7,29,Fastened,No
2025-08-17 07:45:18,EXC005,OP1003,Sunny,2034.8,2.2,5,20,Fastened,No
2025-08-28 17:37:33,EXC002,OP1002,Sunny,1999.7,4.8,12,49,Unfastened,Yes
2025-08-17 11:57:35,EXC001,OP1008,Cloudy,2033.8,2.0,5,21,Fastened,No
2025-08-08 07:41:57,EXC005,OP1001,Cloudy,2039.2,3.6,8,25,Fastened,No
2025-07-30 08:52:49,EXC001,OP1004,Windy,2037.9,4.7,11,26,Fastened,No
2025-08-19 14:13:09,EXC003,OP1010,Sunny,2056.6,4.4,8,32,Fastened,No
2025-08-10 16:25:18,EXC002,OP1004,Windy,2006.5,1.1,5,25,Fastened,No
2025-08-19 00:06:33,EXC001,OP1004,Rainy,2042.4,3.4,10,18,Fastened,No
2025-07-31 23:42:53,EXC005,OP1010,Cloudy,2045.1,2.3,7,30,Fastened,No
2025-08-06 12:42:49,EXC004,OP1005,Sunny,2083.2,1.5,5,51,Unfastened,Yes
2025-08-24 05:56:41,EXC001,OP1004,Sunny,2047.1,0.5,2,12,Fastened,No
2025-08-20 02:39:05,EXC003,OP1006,Sunny,2063.4,2.8,6,32,Fastened,No
2025-09-04 07:48:43,EXC001,OP1001,Rainy,2053.1,5.9,13,33,Fastened,No
2025-08-10 08:07:03,EXC002,OP1007,Windy,2011.0,3.9,12,29,Fastened,No
2025-08-25 18:36:24,EXC002,OP1002,Cloudy,2015.0,2.3,7,36,Fastened,No
2025-08-18 05:11:50,EXC004,OP1004,Rainy,2090.0,0.5,1,39,Fastened,No
2025-08-27 10:28:46,EXC003,OP1009,Windy,2070.2,6.5,13,24,Fastened,No
2025-08-20 02:10:39,EXC001,OP1003,Rainy,2058.8,4.8,9,47,Fastened,No
2025-08-23 00:23:59,EXC002,OP1009,Rainy,2020.8,5.0,10,31,Fastened,Yes
2025-08-10 20:08:30,EXC003,OP1008,Windy,2075.2,3.3,7,35,Fastened,No
2025-08-11 05:05:16,EXC004,OP1005,Cloudy,2096.2,5.7,12,34,Fastened,No
2025-08-14 11:04:51,EXC003,OP1001,Rainy,2080.5,2.3,4,43,Fastened,No
2025-09-05 00:49:16,EXC005,OP1005,Rainy,2049.8,8.4,16,42,Fastened,No
2025-09-01 15:19:07,EXC005,OP1010,Windy,2056.6,1.0,3,35,Fastened,No
2025-08-28 13:33:37,EXC001,OP1003,Cloudy,2065.0,6.1,12,29,Fastened,No
2025-09-11 14:07:28,EXC001,OP1005,Cloudy,2069.7,6.5,11,40,Unfastened,Yes
2025-08-12 08:35:14,EXC003,OP1010,Rainy,2085.1,1.2,2,41,Fastened,No
2025-09-10 10:26:15,EXC002,OP1002,Cloudy,2025.1,0.7,2,48,Fastened,No
2025-09-07 08:31:56,EXC003,OP1001,Cloudy,2090.5,3.5,10,25,Fastened,No
2025-08-31 23:17:00,EXC003,OP1001,Sunny,2097.0,0.9,3,12,Fastened,No
2025-09-02 09:45:19,EXC005,OP1002,Rainy,2062.3,0.5,1,49,Fastened,No
2025-09-01 22:25:13,EXC005,OP1002,Rainy,2067.4,5.4,11,44,Fastened,No
2025-09-10 05:26:22,EXC001,OP1009,Rainy,2074.5,4.8,10,48,Fastened,No
2025-08-15 11:47:29,EXC002,OP1003,Sunny,2030.1,1.0,2,47,Fastened,No
2025-08-07 17:27:54,EXC003,OP1006,Cloudy,2102.7,2.2,7,13,Fastened,No
2025-08-14 04:05:42,EXC002,OP1004,Cloudy,2035.8,1.5,4,44,Fastened,No
2025-09-14 08:49:48,EXC005,OP1003,Cloudy,2074.3,2.8,5,40,Fastened,No
2025-08-30 19:45:44,EXC002,OP1006,Cloudy,2041.0,3.1,7,30,Fastened,No
2025-09-12 21:27:40,EXC005,OP1004,Cloudy,2080.1,3.0,5,21,Fastened,No
2025-09-12 02:41:33,EXC001,OP1006,Windy,2079.1,5.5,12,33,Fastened,No
2025-08-30 03:58:13,EXC005,OP1004,Cloudy,2085.3,0.5,1,28,Fastened,No
2025-09-02 13:59:19,EXC005,OP1007,Sunny,2089.5,5.4,13,5,Fastened,No
2025-09-07 18:25:26,EXC002,OP1004,Rainy,2045.8,3.1,8,47,Fastened,No
2025-08-15 09:21:46,EXC003,OP1003,Rainy,2108.6,4.3,9,63,Fastened,No
2025-08-21 16:18:57,EXC005,OP1001,Rainy,2096.5,2.3,4,45,Fastened,No
2025-08-22 16:30:26,EXC001,OP1001,Cloudy,2083.5,3.1,5,33,Fastened,No
2025-08-16 19:29:03,EXC004,OP1008,Windy,2101.3,4.4,10,33,Fastened,No
2025-09-15 12:22:16,EXC005,OP1002,Windy,2101.6,2.1,2,47,Fastened,No
2025-08-22 11:50:40,EXC005,OP1005,Windy,2108.3,1.4,4,67,Fastened,No
2025-08-11 05:13:28,EXC004,OP1002,Cloudy,2108.0,5.6,12,85,Unfastened,Yes
2025-09-05 15:40:31,EXC004,OP1005,Windy,2112.9,4.5,7,73,Fastened,No
2025-08-27 03:59:42,EXC004,OP1008,Sunny,2118.9,5.3,12,5,Fastened,No
2025-08-08 13:27:32,EXC001,OP1004,Sunny,2089.2,2.8,10,13,Fastened,No
2025-08-31 02:41:42,EXC005,OP1001,Rainy,2114.9,1.2,1,46,Fastened,No
2025-08-15 22:58:37,EXC001,OP1007,Sunny,2094.9,3.2,10,29,Fastened,No
2025-09-08 20:41:51,EXC003,OP1002,Windy,2114.6,4.6,11,30,Fastened,No
2025-08-08 23:21:52,EXC001,OP1001,Rainy,2101.6,2.4,5,45,Fastened,No
2025-08-13 05:15:33,EXC003,OP1009,Sunny,2119.1,1.7,5,40,Fastened,No
2025-08-13 14:19:47,EXC002,OP1008,Cloudy,2050.1,2.5,6,19,Fastened,No
2025-09-02 22:22:55,EXC002,OP1008,Rainy,2055.3,3.5,7,52,Fastened,No
2025-08-16 07:12:19,EXC002,OP1004,Rainy,2061.1,1.2,3,48,Fastened,No
2025-09-08 22:23:16,EXC003,OP1001,Cloudy,2124.7,2.8,8,6,Fastened,No
2025-09-04 03:54:34,EXC003,OP1009,Rainy,2131.2,2.9,6,30,Fastened,No
2025-08-31 11:40:22,EXC002,OP1007,Sunny,2065.4,0.5,2,26,Fastened,No
2025-08-21 22:11:16,EXC001,OP1009,Windy,2108.5,6.8,15,42,Fastened,No
2025-09-05 01:21:55,EXC001,OP1001,Sunny,2115.1,3.3,8,18,Fastened,No
2025-09-20 17:02:05,EXC001,OP1002,Windy,2120.1,2.6,4,49,Unfastened,Yes
2025-08-29 10:32:12,EXC004,OP1007,Sunny,2125.3,1.2,3,37,Fastened,No
2025-08-13 17:56:20,EXC002,OP1010,Rainy,2071.3,4.3,10,46,Fastened,No
2025-09-08 17:41:55,EXC003,OP1006,Cloudy,2136.7,3.3,9,40,Fastened,No
2025-08-11 17:36:16,EXC001,OP1003,Sunny,2126.4,5.5,12,26,Unfastened,Yes
2025-08-18 15:02:21,EXC003,OP1009,Windy,2143.0,3.3,6,31,Fastened,No
2025-08-20 07:24:56,EXC003,OP1010,Cloudy,2149.7,5.9,14,34,Fastened,No
2025-08-11 10:06:58,EXC005,OP1001,Windy,2119.4,5.5,12,19,Fastened,No
2025-09-23 05:35:28,EXC003,OP1009,Sunny,2155.3,3.8,8,12,Fastened,No
2025-08-18 21:57:50,EXC005,OP1006,Sunny,2125.3,7.6,16,32,Fastened,No
2025-09-18 01:23:11,EXC002,OP1007,Windy,2076.1,2.2,7,32,Fastened,No
2025-08-22 09:51:20,EXC005,OP1002,Rainy,2129.6,2.9,7,66,Fastened,No
2025-08-27 16:43:33,EXC003,OP1006,Windy,2160.9,0.5,0,43,Fastened,No
2025-09-13 18:17:24,EXC002,OP1008,Sunny,2082.2,0.5,2,17,Fastened,No
2025-08-23 18:43:18,EXC003,OP1005,Cloudy,2167.6,6.1,11,41,Fastened,No
2025-09-18 11:51:47,EXC003,OP1005,Rainy,2173.2,4.1,6,62,Unfastened,Yes
2025-09-08 16:48:40,EXC001,OP1004,Cloudy,2130.4,5.3,15,6,Fastened,No
2025-09-11 09:28:02,EXC001,OP1006,Sunny,2137.1,3.8,9,38,Fastened,No
2025-09-01 22:01:14,EXC001,OP1005,Cloudy,2141.2,5.3,9,34,Fastened,No
2025-09-16 20:40:56,EXC004,OP1003,Sunny,2129.8,4.1,10,31,Fastened,No
2025-09-09 01:04:51,EXC002,OP1007,Sunny,2088.3,4.3,10,18,Fastened,No
2025-08-16 01:24:23,EXC005,OP1004,Rainy,2134.8,4.6,12,40,Unfastened,Yes
2025-09-12 14:00:29,EXC003,OP1002,Cloudy,2178.0,3.3,8,31,Fastened,No
2025-08-16 19:40:20,EXC001,OP1004,Cloudy,2146.4,2.3,4,41,Fastened,No
2025-09-27 14:37:31,EXC005,OP1010,Sunny,2139.9,6.3,16,45,Fastened,No
2025-08-27 06:18:23,EXC002,OP1003,Rainy,2095.1,1.2,3,50,Fastened,No
2025-09-25 08:31:10,EXC001,OP1001,Cloudy,2153.3,1.6,3,19,Fastened,No
2025-09-20 07:29:47,EXC004,OP1007,Sunny,2135.6,2.3,8,45,Fastened,No
2025-08-27 03:23:11,EXC001,OP1001,Rainy,2158.8,5.4,13,32,Fastened,No
2025-08-22 07:41:09,EXC003,OP1004,Sunny,2182.3,2.7,6,22,Fastened,No
2025-09-04 06:28:25,EXC003,OP1002,Sunny,2186.4,0.9,2,24,Fastened,No
2025-08-15 19:58:18,EXC004,OP1001,Sunny,2139.8,3.1,6,11,Fastened,No
2025-09-20 08:47:53,EXC004,OP1006,Rainy,2146.7,1.5,4,44,Fastened,No
2025-09-02 23:06:18,EXC004,OP1005,Windy,2151.6,5.6,10,61,Fastened,Yes
2025-09-16 13:27:30,EXC004,OP1002,Windy,2157.3,3.3,9,55,Fastened,No
2025-09-19 18:49:00,EXC003,OP1005,Windy,2192.9,4.4,8,73,Unfastened,Yes
2025-09-04 07:03:36,EXC002,OP1002,Windy,2099.4,2.5,6,55,Fastened,No
2025-10-02 18:45:00,EXC001,OP1006,Sunny,2163.1,1.8,4,29,Fastened,No
